"Российская Федерация, г, Москва ДТП - всего (15,10,2017-29,10,2017)";"";"";"";"";"";"";"";"";"";"";"";
"76,0";"27,10,2017";"Коптево";"Столкновение";"";"0";"0";"г Москва ул Михалковская 16 1";"0,0";"1,0";"2,0";"3,0";
"77,0";"27,10,2017";"Московский";"Столкновение";"М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление)";"28";"950";"  ";"0,0";"1,0";"2,0";"2,0";
"78,0";"27,10,2017";"Хорошево-Мневники";"Столкновение";"";"0";"0";"г Москва пр-кт Маршала Жукова 1";"0,0";"1,0";"2,0";"2,0";
"79,0";"27,10,2017";"Хамовники";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Комсомольский 25";"0,0";"1,0";"1,0";"2,0";
"80,0";"27,10,2017";"Москворечье-Сабурово";"Столкновение";"";"0";"0";"г Москва ш Каширское 62 2";"0,0";"1,0";"2,0";"2,0";
"81,0";"26,10,2017";"Лефортово";"Столкновение";"";"0";"0";"г Москва ул Авиамоторная 28";"0,0";"3,0";"2,0";"4,0";
"82,0";"26,10,2017";"Западное Дегунино";"Наезд на стоящее ТС";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"78";"200";"г Москва  ";"0,0";"1,0";"5,0";"5,0";
"83,0";"26,10,2017";"Якиманка";"Наезд на велосипедиста";"";"0";"0";"г Москва ул Коровий Вал 7";"0,0";"1,0";"2,0";"2,0";
"84,0";"26,10,2017";"Куркино";"Наезд на пешехода";"";"0";"0";"г Москва ул Родионовская 3";"0,0";"1,0";"1,0";"2,0";
"85,0";"26,10,2017";"Чертаново Центральное";"Столкновение";"";"0";"0";"г Москва ш Варшавское 128 К1";"0,0";"3,0";"3,0";"4,0";
"86,0";"26,10,2017";"Чертаново Южное";"Падение пассажира";"";"0";"0";"г Москва ул Кировоградская 23 К1";"0,0";"1,0";"1,0";"2,0";
"87,0";"26,10,2017";"Братеево";"Столкновение";"";"0";"0";"г Москва км МКАД 19-й 20 СТР2";"0,0";"1,0";"2,0";"2,0";
"88,0";"26,10,2017";"Кузьминки";"Наезд на пешехода";"";"0";"0";"г Москва ул Юных Ленинцев 59";"0,0";"1,0";"1,0";"2,0";
"89,0";"26,10,2017";"Десёновское";"Съезд с дороги";"";"0";"0";"  ";"0,0";"1,0";"1,0";"1,0";
"90,0";"26,10,2017";"Богородское";"Столкновение";"";"0";"0";"г Москва ш Открытое 4";"0,0";"1,0";"2,0";"3,0";
"91,0";"26,10,2017";"Бирюлево Западное";"Столкновение";"";"0";"0";"г Москва ул Подольских Курсантов 27А";"0,0";"1,0";"2,0";"3,0";
"92,0";"26,10,2017";"Бабушкинский";"Столкновение";"";"0";"0";"г Москва ул Енисейская 34";"0,0";"1,0";"3,0";"3,0";
"93,0";"26,10,2017";"Люблино";"Наезд на стоящее ТС";"";"0";"0";"г Москва ул Краснодонская 24";"0,0";"1,0";"3,0";"3,0";
"94,0";"26,10,2017";"Бибирево";"Наезд на пешехода";"";"0";"0";"г Москва ул Пришвина 26А";"0,0";"1,0";"1,0";"2,0";
"95,0";"26,10,2017";"Марушкинское";"Наезд на пешехода";"";"0";"0";"д Марушкино  ";"0,0";"1,0";"1,0";"2,0";
"96,0";"26,10,2017";"Коньково";"Наезд на пешехода";"";"0";"0";"г Москва ул Островитянова ул, Ак, Капицы";"0,0";"1,0";"2,0";"3,0";
"97,0";"26,10,2017";"Вороновское поселение";"Столкновение";"А-130 Москва - Малоярославец - Рославль - граница с Республикой Белоруссия (основное направление)";"64";"0";"  ";"0,0";"1,0";"2,0";"2,0";
"98,0";"26,10,2017";"Гагаринский";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Ленинский 75 9";"0,0";"1,0";"1,0";"2,0";
"99,0";"26,10,2017";"Измайлово";"Наезд на пешехода";"";"0";"0";"г Москва ул Первомайская 37";"0,0";"1,0";"1,0";"2,0";
"100,0";"26,10,2017";"Ново-Переделкино";"Столкновение";"";"0";"0";"г Москва ул Лазенки 7-я 42Б";"0,0";"2,0";"2,0";"3,0";
"101,0";"26,10,2017";"Останкинский";"Столкновение";"";"0";"0";"г Москва проезд Осташковский 4";"0,0";"1,0";"2,0";"2,0";
"102,0";"26,10,2017";"Северное Бутово";"Наезд на пешехода";"";"0";"0";"п Бутово ул Феодосийская 2";"0,0";"1,0";"1,0";"2,0";
"103,0";"26,10,2017";"Ярославский";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"94";"800";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"104,0";"26,10,2017";"Лефортово";"Столкновение";"";"0";"0";"г Москва ш Энтузиастов 20";"0,0";"1,0";"2,0";"2,0";
"105,0";"26,10,2017";"Очаково-Матвеевское";"Столкновение";"";"0";"0";"п Матвеевское ул Очаковская Б, 12 корп,2";"0,0";"1,0";"2,0";"3,0";
"106,0";"25,10,2017";"Арбат";"Столкновение";"";"0";"0";"г Москва наб Смоленская 12 31";"0,0";"2,0";"3,0";"5,0";
"107,0";"25,10,2017";"Лефортово";"Столкновение";"";"0";"0";"г Москва пл Красноказарменная 1";"0,0";"1,0";"2,0";"3,0";
"108,0";"25,10,2017";"Хорошевский";"Наезд на пешехода";"";"0";"0";"г Москва ш Хорошёвское 35 к,1";"0,0";"1,0";"1,0";"2,0";
"109,0";"25,10,2017";"Тропарево-Никулино";"Наезд на пешехода";"";"0";"0";"г Москва ул Никулинская 4";"0,0";"1,0";"1,0";"2,0";
"110,0";"25,10,2017";"Вешняки";"Наезд на лицо, не являющееся участником дорожного движения, осуществляющее производство работ";"";"0";"0";"г Москва ул Косинская 8";"0,0";"1,0";"1,0";"2,0";
"111,0";"25,10,2017";"Орехово-Борисово Северное";"Наезд на пешехода";"";"0";"0";"г Москва ул Шипиловская 34";"0,0";"1,0";"3,0";"4,0";
"112,0";"25,10,2017";"Митино";"Наезд на пешехода";"";"0";"0";"г Москва ш Пятницкое 51";"0,0";"1,0";"1,0";"2,0";
"113,0";"25,10,2017";"Новогиреево";"Столкновение";"";"0";"0";"г Москва пр-кт Федеративный 17А";"0,0";"3,0";"2,0";"5,0";
"114,0";"25,10,2017";"Орехово-Борисово Северное";"Наезд на пешехода";"";"0";"0";"г Москва ул Генерала Белова 14";"0,0";"1,0";"1,0";"2,0";
"115,0";"25,10,2017";"Нагатино-Садовники";"Наезд на пешехода";"";"0";"0";"г Москва ш Каширское 7 К1";"0,0";"1,0";"1,0";"2,0";
"116,0";"25,10,2017";"Южное Медведково";"Наезд на пешехода";"";"0";"0";"г Москва ул Полярная 5";"0,0";"1,0";"1,0";"2,0";
"117,0";"25,10,2017";"Сосенское";"Столкновение";"";"0";"0";"  ";"0,0";"3,0";"2,0";"4,0";
"118,0";"25,10,2017";"Ломоносовский";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Нахимовский 24";"0,0";"1,0";"1,0";"2,0";
"119,0";"25,10,2017";"Братеево";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"19";"0";"г Москва км МКАД 19-й ";"0,0";"1,0";"2,0";"2,0";
"120,0";"25,10,2017";"Строгино";"Наезд на стоящее ТС";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"65";"200";"г Москва  ";"0,0";"2,0";"2,0";"3,0";
"121,0";"25,10,2017";"Западное Дегунино";"Падение пассажира";"";"0";"0";"г Москва ш Коровинское 21 к,1";"0,0";"1,0";"1,0";"2,0";
"122,0";"25,10,2017";"Марьина роща";"Падение пассажира";"";"0";"0";"г Москва ул Шереметьевская 6";"0,0";"1,0";"1,0";"2,0";
"123,0";"24,10,2017";"Чертаново Северное";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Балаклавский 7";"0,0";"1,0";"1,0";"2,0";
"124,0";"24,10,2017";"Куркино";"Наезд на препятствие";"";"0";"0";"г Москва ш Новокуркинское 10";"0,0";"1,0";"1,0";"2,0";
"125,0";"24,10,2017";"Сокол";"Наезд на пешехода";"";"0";"0";"г Москва ул Песчаная 3-я 5";"0,0";"1,0";"1,0";"2,0";
"126,0";"24,10,2017";"Чертаново Южное";"Столкновение";"";"0";"0";"г Москва ул Россошанская 1 К6";"0,0";"1,0";"2,0";"2,0";
"127,0";"24,10,2017";"Нагатинский затон";"Наезд на пешехода";"";"0";"0";"г Москва ул Затонная 9 К1";"0,0";"1,0";"1,0";"2,0";
"128,0";"24,10,2017";"Даниловский";"Наезд на пешехода";"";"0";"0";"г Москва ул Рощинская 3-я 3 СТР4";"0,0";"1,0";"1,0";"2,0";
"129,0";"24,10,2017";"Арбат";"Столкновение";"";"0";"0";"г Москва ул Новый Арбат 26";"0,0";"1,0";"2,0";"3,0";
"130,0";"24,10,2017";"Коньково";"Столкновение";"";"0";"0";"г Москва ул Профсоюзная Островитянова";"0,0";"2,0";"2,0";"3,0";
"131,0";"24,10,2017";"Западное Дегунино";"Столкновение";"";"0";"0";"г Москва ул Краснополянская 1";"0,0";"1,0";"2,0";"2,0";
"132,0";"24,10,2017";"Новогиреево";"Падение пассажира";"";"0";"0";"г Москва ул Кусковская 27к1";"0,0";"1,0";"1,0";"2,0";
"133,0";"24,10,2017";"Зюзино";"Столкновение";"";"0";"0";"г Москва ул Болотниковская 38 к,1";"0,0";"1,0";"2,0";"3,0";
"134,0";"24,10,2017";"Троицк";"Столкновение";"А-130 Москва - Малоярославец - Рославль - граница с Республикой Белоруссия (основное направление)";"37";"0";"г Троицк  ";"0,0";"1,0";"4,0";"4,0";
"135,0";"24,10,2017";"Бабушкинский";"Наезд на пешехода";"";"0";"0";"г Москва ул Ленская 21";"1,0";"0,0";"1,0";"2,0";
"136,0";"24,10,2017";"Митино";"Наезд на препятствие";"";"0";"0";"г Москва ш Волоколамское 65";"0,0";"2,0";"1,0";"2,0";
"137,0";"24,10,2017";"Северное Медведково";"Столкновение";"";"0";"0";"г Москва проезд Студёный 38";"3,0";"2,0";"2,0";"5,0";
"138,0";"24,10,2017";"Гольяново";"Наезд на пешехода";"";"0";"0";"г Москва ул Уральская 13";"0,0";"1,0";"1,0";"2,0";
"139,0";"24,10,2017";"Пресненский";"Наезд на пешехода";"";"0";"0";"г Москва проезд Шмитовский 16 (двор)";"0,0";"1,0";"1,0";"2,0";
"140,0";"24,10,2017";"Орехово-Борисово Южное";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"20";"950";"г Москва км МКАД 21-й ";"0,0";"1,0";"2,0";"2,0";
"141,0";"24,10,2017";"Марфино";"Столкновение";"";"0";"0";"г Москва ул Гостиничная 7 б";"0,0";"1,0";"2,0";"3,0";
"142,0";"24,10,2017";"Северный";"Наезд на пешехода";"";"0";"0";"г Москва ш Дмитровское 165Д, к,2";"0,0";"1,0";"1,0";"2,0";
"143,0";"24,10,2017";"Москворечье-Сабурово";"Наезд на пешехода";"";"0";"0";"г Москва ул Москворечье 16 СТР9";"0,0";"1,0";"1,0";"2,0";
"144,0";"24,10,2017";"Строгино";"Наезд на пешехода";"";"0";"0";"г Москва ул Кулакова 15";"0,0";"1,0";"1,0";"2,0";
"145,0";"24,10,2017";"ГУ МВД 2 СП ДПС 2 бат,";"Столкновение";"А-109 Ильинское шоссе";"6";"0";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"146,0";"24,10,2017";"Останкинский";"Наезд на пешехода";"";"0";"0";"г Москва ул Новоостанкинская 2-я 6";"0,0";"1,0";"1,0";"2,0";
"147,0";"24,10,2017";"Зюзино";"Падение пассажира";"";"0";"0";"г Москва ул Каховка 28";"0,0";"1,0";"1,0";"2,0";
"148,0";"24,10,2017";"Замоскворечье";"Столкновение";"";"0";"0";"г Москва ул Серпуховская Б, 15 16 стр 2";"0,0";"1,0";"2,0";"3,0";
"149,0";"23,10,2017";"Бибирево";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"84";"300";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"150,0";"23,10,2017";"Бирюлево Западное";"Столкновение";"";"0";"0";"г Москва проезд Востряковский 20";"0,0";"1,0";"2,0";"3,0";
"151,0";"23,10,2017";"Красносельский";"Наезд на пешехода";"";"0";"0";"г Москва пл Комсомольская 2А";"0,0";"1,0";"1,0";"2,0";
"152,0";"23,10,2017";"Таганский";"Столкновение";"";"0";"0";"г Москва пр-кт Волгоградский 15";"0,0";"1,0";"3,0";"4,0";
"153,0";"23,10,2017";"Южное Бутово";"Падение пассажира";"";"0";"0";"г Москва ул Бартеневская 33";"0,0";"1,0";"1,0";"2,0";
"154,0";"23,10,2017";"Краснопахорское поселение";"Столкновение";"";"0";"0";"с Былово  ";"0,0";"1,0";"2,0";"3,0";
"155,0";"23,10,2017";"Очаково-Матвеевское";"Столкновение";"";"0";"0";"п Матвеевское ул Рябиновая 13";"0,0";"1,0";"2,0";"3,0";
"156,0";"23,10,2017";"Лефортово";"Столкновение";"";"0";"0";"г Москва ул Красноказарменная 9";"0,0";"2,0";"2,0";"3,0";
"157,0";"23,10,2017";"Дорогомилово";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Кутузовский 57";"0,0";"1,0";"1,0";"2,0";
"158,0";"23,10,2017";"Филевский парк";"Падение пассажира";"";"0";"0";"г Москва б-р Филёвский 2";"0,0";"1,0";"1,0";"2,0";
"159,0";"23,10,2017";"Богородское";"Падение пассажира";"";"0";"0";"г Москва ул Гражданская 4-я 43к1";"0,0";"2,0";"1,0";"3,0";
"160,0";"23,10,2017";"Строгино";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"65";"0";"г Москва  ";"0,0";"1,0";"3,0";"3,0";
"161,0";"23,10,2017";"Красносельский";"Наезд на пешехода";"";"0";"0";"г Москва ул Русаковская 1";"0,0";"1,0";"1,0";"2,0";
"162,0";"23,10,2017";"Косино-Ухтомский";"Столкновение";"";"0";"0";"п Ухтомский ул Косинская Б, 1";"0,0";"1,0";"2,0";"3,0";
"163,0";"23,10,2017";"Тропарево-Никулино";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"49";"200";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"164,0";"23,10,2017";"Клёновское";"Столкновение";"";"0";"0";"д Киселёво  ";"0,0";"3,0";"2,0";"5,0";
"165,0";"23,10,2017";"Донской";"Падение пассажира";"";"0";"0";"г Москва пр-кт Ленинский 18";"0,0";"1,0";"1,0";"2,0";
"166,0";"23,10,2017";"Северное Тушино";"Наезд на пешехода";"";"0";"0";"г Москва ул Планерная 7 1";"0,0";"1,0";"1,0";"2,0";
"167,0";"23,10,2017";"Свиблово";"Наезд на пешехода";"";"0";"0";"п Свиблово ул Снежная 16к2";"0,0";"1,0";"1,0";"2,0";
"168,0";"23,10,2017";"Строгино";"Наезд на пешехода";"";"0";"0";"г Москва ул Твардовского 23";"1,0";"0,0";"1,0";"2,0";
"169,0";"23,10,2017";"Нагатинский затон";"Столкновение";"";"0";"0";"г Москва ул Коломенская 9";"0,0";"1,0";"2,0";"2,0";
"170,0";"23,10,2017";"Тимирязевский";"Наезд на пешехода";"";"0";"0";"г Москва ш Дмитровское 56";"0,0";"1,0";"1,0";"2,0";
"171,0";"23,10,2017";"Покровское-Стрешнево";"Наезд на препятствие";"";"0";"0";"г Москва ш Волоколамское 41";"0,0";"1,0";"1,0";"2,0";
"172,0";"23,10,2017";"Бабушкинский";"Столкновение";"";"0";"0";"г Москва ул Ленская 15";"0,0";"1,0";"2,0";"2,0";
"173,0";"23,10,2017";"Алексеевский";"Наезд на пешехода";"";"0";"0";"г Москва ул Кибальчича 9";"0,0";"1,0";"2,0";"3,0";
