"Российская Федерация, г, Москва ДТП - всего (15,10,2017-29,10,2017)";"";"";"";"";"";"";"";"";"";"";"";
"174,0";"23,10,2017";"Тропарево-Никулино";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"45";"200";"г Москва  ";"0,0";"2,0";"3,0";"5,0";
"175,0";"23,10,2017";"Рязанский";"Столкновение";"";"0";"0";"г Москва ул Фёдора Полетаева 11К1";"0,0";"2,0";"2,0";"4,0";
"176,0";"23,10,2017";"Марьина роща";"Падение пассажира";"";"0";"0";"г Москва ул Сущёвский Вал 18";"0,0";"1,0";"1,0";"2,0";
"177,0";"22,10,2017";"Нагатино-Садовники";"Столкновение";"";"0";"0";"г Москва ш Каширское 14";"0,0";"2,0";"3,0";"4,0";
"178,0";"22,10,2017";"Внуковское";"Столкновение";"";"0";"0";"  ";"0,0";"2,0";"2,0";"2,0";
"179,0";"22,10,2017";"Московский";"Наезд на пешехода";"";"0";"0";"г Московский ул Московская 2";"0,0";"1,0";"1,0";"2,0";
"180,0";"22,10,2017";"Коньково";"Наезд на пешехода";"";"0";"0";"г Москва ул Островитянова 27, корпус 1";"0,0";"1,0";"1,0";"2,0";
"181,0";"22,10,2017";"Бескудниковский";"Столкновение";"";"0";"0";"г Москва ул Селигерская 28";"0,0";"2,0";"2,0";"2,0";
"182,0";"22,10,2017";"Соколиная гора";"Наезд на пешехода";"";"0";"0";"г Москва ул Щербаковская 5";"0,0";"1,0";"1,0";"2,0";
"183,0";"22,10,2017";"Даниловский";"Наезд на стоящее ТС";"";"0";"0";"г Москва ул Тульская Б, 13";"0,0";"2,0";"3,0";"4,0";
"184,0";"22,10,2017";"Южное Бутово";"Столкновение";"";"0";"0";"г Москва ул Горчакова Южнобутовская";"0,0";"3,0";"2,0";"3,0";
"185,0";"22,10,2017";"Останкинский";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Мира 119, стр,529";"0,0";"2,0";"1,0";"2,0";
"186,0";"22,10,2017";"Нижегородский";"Наезд на пешехода";"";"0";"0";"г Москва ул Нижегородская 72 2";"0,0";"1,0";"1,0";"2,0";
"187,0";"22,10,2017";"Раменки";"Столкновение";"";"0";"0";"г Москва ул Удальцова 42";"0,0";"1,0";"2,0";"2,0";
"188,0";"22,10,2017";"Можайский";"Столкновение";"";"0";"0";"г Москва ш Можайское 45";"0,0";"1,0";"4,0";"5,0";
"189,0";"22,10,2017";"Тверской";"Наезд на пешехода";"";"0";"0";"г Москва пл Манежная ,0";"0,0";"1,0";"1,0";"2,0";
"190,0";"22,10,2017";"Ново-Переделкино";"Наезд на пешехода";"";"0";"0";"г Москва ш Боровское 31";"0,0";"1,0";"1,0";"2,0";
"191,0";"22,10,2017";"Гольяново";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"102";"800";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"192,0";"22,10,2017";"Бирюлево Западное";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"28";"800";"г Москва км МКАД 29-й ";"0,0";"1,0";"2,0";"3,0";
"193,0";"22,10,2017";"Алексеевский";"Столкновение";"";"0";"0";"г Москва ул Кибальчича 4 6";"0,0";"1,0";"2,0";"2,0";
"194,0";"22,10,2017";"Лосиноостровский";"Наезд на пешехода";"";"0";"0";"г Москва ул Коминтерна 54,к1";"0,0";"1,0";"1,0";"2,0";
"195,0";"22,10,2017";"Свиблово";"Столкновение";"";"0";"0";"п Свиблово проезд Берингов 6 к1";"0,0";"1,0";"2,0";"3,0";
"196,0";"22,10,2017";"Гольяново";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"99";"100";"г Москва  ";"0,0";"1,0";"5,0";"6,0";
"197,0";"22,10,2017";"Бирюлево Восточное";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"26";"0";"г Москва км МКАД 26-й ";"0,0";"1,0";"2,0";"2,0";
"198,0";"22,10,2017";"Тропарево-Никулино";"Наезд на препятствие";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"45";"100";"г Москва  ";"0,0";"1,0";"1,0";"2,0";
"199,0";"22,10,2017";"Беговой";"Столкновение";"Третье транспортное кольцо (внутренняя сторона)";"23";"0";"г Москва ул Беговая 22";"0,0";"1,0";"2,0";"3,0";
"200,0";"21,10,2017";"Пресненский";"Столкновение";"";"0";"0";"г Москва ул Антонова-Овсеенко 15 4";"0,0";"1,0";"2,0";"3,0";
"201,0";"21,10,2017";"Северное Тушино";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"74";"0";"г Москва  ";"0,0";"1,0";"4,0";"4,0";
"202,0";"21,10,2017";"Матушкино";"Наезд на пешехода";"";"0";"0";"г Зеленоград ул Лётчика Полагушина 403а";"0,0";"1,0";"1,0";"2,0";
"203,0";"21,10,2017";"Отрадное";"Наезд на пешехода";"";"0";"0";"г Москва ул Декабристов 17";"0,0";"1,0";"1,0";"2,0";
"204,0";"21,10,2017";"Царицыно";"Столкновение";"";"0";"0";"г Москва б-р Кавказский 50";"0,0";"1,0";"3,0";"3,0";
"205,0";"21,10,2017";"Южнопортовый";"Наезд на пешехода";"";"0";"0";"г Москва ул Дубровская 1-я 7 10";"0,0";"1,0";"1,0";"2,0";
"206,0";"21,10,2017";"Останкинский";"Столкновение";"";"0";"0";"г Москва пр-кт Мира 111";"0,0";"1,0";"3,0";"3,0";
"207,0";"21,10,2017";"Орехово-Борисово Южное";"Столкновение";"";"0";"0";"г Москва ул Ясеневая 2";"0,0";"1,0";"2,0";"3,0";
"208,0";"21,10,2017";"Коньково";"Наезд на пешехода";"";"0";"0";"г Москва ул Введенского д, 1А";"0,0";"1,0";"1,0";"2,0";
"209,0";"21,10,2017";"Косино-Ухтомский";"Наезд на пешехода";"";"0";"0";"п Ухтомский ул Каскадная 10";"0,0";"1,0";"1,0";"2,0";
"210,0";"21,10,2017";"Южное Бутово";"Наезд на пешехода";"";"0";"0";"г Москва ул Горчакова 11";"1,0";"0,0";"1,0";"2,0";
"211,0";"21,10,2017";"Капотня";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"13";"840";"г Москва км МКАД 14-й ";"0,0";"1,0";"2,0";"3,0";
"212,0";"21,10,2017";"Московский";"Столкновение";"";"0";"0";"г Московский ш Валуевское вл,6";"0,0";"1,0";"2,0";"2,0";
"213,0";"21,10,2017";"Покровское-Стрешнево";"Столкновение";"";"0";"0";"г Москва ш Волоколамское 116";"0,0";"2,0";"4,0";"5,0";
"214,0";"21,10,2017";"Марьино";"Наезд на пешехода";"";"0";"0";"г Москва б-р Новочеркасский 55";"0,0";"1,0";"1,0";"2,0";
"215,0";"21,10,2017";"Выхино-Жулебино";"Наезд на пешехода";"";"0";"0";"г Москва б-р Самаркандский 15К4";"0,0";"1,0";"1,0";"2,0";
"216,0";"21,10,2017";"Гагаринский";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Университетский 2";"0,0";"1,0";"1,0";"2,0";
"217,0";"21,10,2017";"Бибирево";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"85";"800";"г Москва  ";"0,0";"3,0";"3,0";"4,0";
"218,0";"21,10,2017";"Очаково-Матвеевское";"Наезд на пешехода";"";"0";"0";"п Матвеевское ул Пржевальского 12";"0,0";"1,0";"1,0";"2,0";
"219,0";"21,10,2017";"Южное Бутово";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"34";"0";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"220,0";"21,10,2017";"Люблино";"Наезд на пешехода";"";"0";"0";"г Москва ул Верхние Поля 24корп3стр1";"0,0";"1,0";"1,0";"2,0";
"221,0";"20,10,2017";"Дорогомилово";"Столкновение";"";"0";"0";"г Москва ш Можайское 40";"0,0";"1,0";"2,0";"2,0";
"222,0";"20,10,2017";"Басманный";"Наезд на велосипедиста";"";"0";"0";"г Москва ул Покровка 34";"0,0";"1,0";"2,0";"2,0";
"223,0";"20,10,2017";"Молжаниновский";"Столкновение";"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление)";"23";"0";"г Москва ш Ленинградское 23км";"1,0";"0,0";"2,0";"3,0";
"224,0";"20,10,2017";"Теплый Стан";"Наезд на стоящее ТС";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"40";"150";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"225,0";"20,10,2017";"Зюзино";"Падение пассажира";"";"0";"0";"г Москва ул Каховка 9";"0,0";"1,0";"1,0";"2,0";
"226,0";"20,10,2017";"Тропарево-Никулино";"Наезд на пешехода";"";"0";"0";"г Москва ул Академика Анохина 12";"0,0";"1,0";"1,0";"2,0";
"227,0";"20,10,2017";"Бирюлево Восточное";"Наезд на пешехода";"";"0";"0";"г Москва ул Ряжская 13";"0,0";"1,0";"1,0";"2,0";
"228,0";"20,10,2017";"Проспект Вернадского";"Столкновение";"";"0";"0";"г Москва ул Лобачевского 40";"0,0";"1,0";"2,0";"2,0";
"229,0";"20,10,2017";"Покровское-Стрешнево";"Наезд на пешехода";"";"0";"0";"г Москва ул Свободы 19 1";"0,0";"1,0";"1,0";"2,0";
"230,0";"20,10,2017";"Раменки";"Наезд на пешехода";"";"0";"0";"г Москва ул Ленинские Горы 1";"0,0";"1,0";"1,0";"2,0";
"231,0";"20,10,2017";"Бабушкинский";"Столкновение";"";"0";"0";"г Москва ул Енисейская 40";"0,0";"1,0";"2,0";"2,0";
"232,0";"20,10,2017";"Марьино";"Столкновение";"";"0";"0";"г Москва ул Люблинская 161";"0,0";"1,0";"2,0";"2,0";
"233,0";"20,10,2017";"Крылатское";"Столкновение";"";"0";"0";"г Москва ш Рублевское 48к1";"0,0";"2,0";"2,0";"3,0";
"234,0";"20,10,2017";"Текстильщики";"Столкновение";"";"0";"0";"г Москва ул Люблинская 12";"0,0";"1,0";"2,0";"2,0";
"235,0";"20,10,2017";"Марьино";"Наезд на пешехода";"";"0";"0";"г Москва ул Перерва 38";"0,0";"1,0";"1,0";"2,0";
"236,0";"20,10,2017";"Текстильщики";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Волгоградский 79";"0,0";"1,0";"1,0";"2,0";
"237,0";"20,10,2017";"Филимонковское";"Столкновение";"М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление)";"29";"0";"  ";"0,0";"3,0";"4,0";"5,0";
"238,0";"20,10,2017";"Лианозово";"Наезд на пешехода";"";"0";"0";"г Москва ул Абрамцевская 16";"0,0";"1,0";"1,0";"2,0";
"239,0";"20,10,2017";"Южное Тушино";"Наезд на пешехода";"";"0";"0";"г Москва ул Лодочная 5";"0,0";"1,0";"1,0";"2,0";
"240,0";"20,10,2017";"Митино";"Столкновение";"";"0";"0";"г Москва ш Пятницкое 20";"0,0";"1,0";"2,0";"3,0";
"241,0";"20,10,2017";"Кунцево";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"60";"0";"г Москва  ";"0,0";"1,0";"4,0";"4,0";
"242,0";"20,10,2017";"Хорошево-Мневники";"Наезд на стоящее ТС";"";"0";"0";"г Москва ул Маршала Тухачевского 50 стр,1 корп,2";"0,0";"1,0";"2,0";"2,0";
"243,0";"20,10,2017";"Тропарево-Никулино";"Столкновение";"";"0";"0";"г Москва пр-кт Ленинский 166";"0,0";"1,0";"3,0";"4,0";
"244,0";"20,10,2017";"Митино";"Столкновение";"";"0";"0";"г Москва ш Пятницкое 39";"0,0";"2,0";"2,0";"4,0";
"245,0";"20,10,2017";"Гагаринский";"Столкновение";"";"0";"0";"г Москва пр-кт Ленинский 45";"0,0";"1,0";"2,0";"2,0";
"246,0";"20,10,2017";"Теплый Стан";"Наезд на препятствие";"";"0";"0";"г Москва пр-кт Ленинский 137";"2,0";"0,0";"1,0";"2,0";
"247,0";"19,10,2017";"Люблино";"Наезд на стоящее ТС";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"11";"300";"г Москва км МКАД 12-й ";"0,0";"1,0";"3,0";"3,0";
"248,0";"19,10,2017";"Северное Медведково";"Столкновение";"";"0";"0";"г Москва ул Осташковская 21А";"0,0";"1,0";"2,0";"2,0";
"249,0";"19,10,2017";"Ярославский";"Столкновение";"";"0";"0";"г Москва ш Ярославское 142 к, 3";"0,0";"1,0";"2,0";"2,0";
"250,0";"19,10,2017";"Орехово-Борисово Южное";"Падение пассажира";"";"0";"0";"г Москва ш Каширское 65А";"0,0";"2,0";"1,0";"3,0";
"251,0";"19,10,2017";"ГУ МВД 2 СП ДПС 2 бат,";"Наезд на пешехода";"А-106 Рублево-Успенское шоссе";"8";"0";"г Москва  ";"0,0";"1,0";"1,0";"2,0";
"252,0";"19,10,2017";"Ростокино";"Столкновение";"";"0";"0";"г Москва ул Сельскохозяйственная 19";"0,0";"1,0";"2,0";"2,0";
"253,0";"19,10,2017";"Лефортово";"Столкновение";"";"0";"0";"г Москва ул Авиамоторная 49 1";"0,0";"1,0";"2,0";"2,0";
"254,0";"19,10,2017";"Соколиная гора";"Падение пассажира";"";"0";"0";"г Москва ул Вельяминовская 6";"0,0";"1,0";"1,0";"2,0";
"255,0";"19,10,2017";"Новогиреево";"Столкновение";"";"0";"0";"г Москва пр-кт Федеративный 38к1";"0,0";"1,0";"2,0";"2,0";
"256,0";"19,10,2017";"Дмитровский";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"79";"600";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"257,0";"19,10,2017";"Люблино";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"14";"0";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"258,0";"19,10,2017";"Нагатино-Садовники";"Наезд на пешехода";"";"0";"0";"г Москва ш Каширское 16";"0,0";"1,0";"1,0";"2,0";
"259,0";"19,10,2017";"Пресненский";"Наезд на пешехода";"";"0";"0";"г Москва ул Мантулинская 18";"0,0";"1,0";"1,0";"2,0";
"260,0";"19,10,2017";"Бирюлево Восточное";"Наезд на пешехода";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"25";"900";"г Москва км МКАД 26-й ";"0,0";"2,0";"1,0";"3,0";
"261,0";"19,10,2017";"Южное Бутово";"Столкновение";"";"0";"0";"г Москва ш Варшавское 179";"0,0";"1,0";"3,0";"3,0";
"262,0";"19,10,2017";"Выхино-Жулебино";"Столкновение";"";"0";"0";"г Москва пр-кт Лермонтовский 16";"0,0";"2,0";"2,0";"3,0";
"263,0";"19,10,2017";"Алексеевский";"Наезд на пешехода";"";"0";"0";"г Москва ул Бориса Галушкина 17";"0,0";"1,0";"1,0";"2,0";
"264,0";"19,10,2017";"Останкинский";"Столкновение";"";"0";"0";"г Москва пр-кт Мира 180";"0,0";"1,0";"3,0";"3,0";
"265,0";"19,10,2017";"Бабушкинский";"Столкновение";"";"0";"0";"г Москва ул Енисейская 2";"0,0";"1,0";"2,0";"2,0";
"266,0";"19,10,2017";"Южное Тушино";"Наезд на пешехода";"";"0";"0";"г Москва б-р Яна Райниса 47";"0,0";"1,0";"1,0";"2,0";
"267,0";"19,10,2017";"Марьина роща";"Столкновение";"";"0";"0";"г Москва ул Анненская 2";"0,0";"1,0";"2,0";"2,0";
"268,0";"19,10,2017";"Крюково";"Наезд на препятствие";"";"0";"0";"г Зеленоград пр-кт Панфиловский 7";"0,0";"1,0";"1,0";"2,0";
"269,0";"19,10,2017";"Марушкинское";"Наезд на препятствие";"";"0";"0";"  ";"0,0";"1,0";"1,0";"1,0";
"270,0";"19,10,2017";"Десёновское";"Падение пассажира";"А-130 Москва - Малоярославец - Рославль - граница с Республикой Белоруссия (основное направление)";"32";"500";"  ";"0,0";"1,0";"1,0";"2,0";
"271,0";"19,10,2017";"Щаповское поселение";"Столкновение";"";"0";"0";"с Ознобишино  ";"0,0";"1,0";"2,0";"3,0";
"272,0";"19,10,2017";"Останкинский";"Столкновение";"";"0";"0";"г Москва пр-кт Мира 131";"0,0";"1,0";"2,0";"2,0";
"273,0";"19,10,2017";"Отрадное";"Столкновение";"";"0";"0";"г Москва аллея Берёзовая 5";"0,0";"1,0";"2,0";"2,0";
"274,0";"19,10,2017";"Перово";"Столкновение";"";"0";"0";"г Москва ул Перовская 20";"0,0";"1,0";"2,0";"2,0";
"275,0";"19,10,2017";"Митино";"Наезд на пешехода";"";"0";"0";"г Москва ул Митинская 45-3";"0,0";"1,0";"1,0";"2,0";
"276,0";"19,10,2017";"Щаповское поселение";"Съезд с дороги";"";"0";"0";"п Курилово  ";"0,0";"1,0";"1,0";"1,0";
"277,0";"19,10,2017";"Таганский";"Наезд на пешехода";"";"0";"0";"г Москва ул Радищевская Верхн, 4";"0,0";"1,0";"1,0";"2,0";
"278,0";"19,10,2017";"Ярославский";"Столкновение";"";"0";"0";"г Москва ул Холмогорская 2 кор,1";"0,0";"1,0";"2,0";"2,0";
"279,0";"19,10,2017";"Теплый Стан";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"42";"150";"г Москва  ";"0,0";"1,0";"2,0";"3,0";
"280,0";"18,10,2017";"Фили-Давыдково";"Столкновение";"";"0";"0";"г Москва пр-кт Кутузовский 9 км";"0,0";"1,0";"2,0";"3,0";
"281,0";"18,10,2017";"Бабушкинский";"Столкновение";"";"0";"0";"г Москва ул Менжинского 29";"0,0";"1,0";"2,0";"3,0";
"282,0";"18,10,2017";"Орехово-Борисово Южное";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"21";"0";"г Москва км МКАД 21-й ";"0,0";"1,0";"2,0";"3,0";
"283,0";"18,10,2017";"Аэропорт";"Наезд на пешехода";"";"0";"0";"г Москва аллея Петровско-Разумовская 8";"0,0";"1,0";"1,0";"2,0";
"284,0";"18,10,2017";"Таганский";"Наезд на пешехода";"";"0";"0";"г Москва ул Таганская 1 2 стр,2";"0,0";"1,0";"1,0";"2,0";
"285,0";"18,10,2017";"Дорогомилово";"Столкновение";"";"0";"0";"г Москва пл Киевского Вокзала 2";"0,0";"1,0";"2,0";"3,0";
"286,0";"18,10,2017";"Головинский";"Наезд на велосипедиста";"";"0";"0";"г Москва ул Онежская 11 11";"0,0";"1,0";"2,0";"2,0";
"287,0";"18,10,2017";"Текстильщики";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Волгоградский 42 стр,1";"0,0";"1,0";"1,0";"2,0";
"288,0";"18,10,2017";"Люблино";"Наезд на пешехода";"";"0";"0";"г Москва ул Верхние Поля 3";"0,0";"1,0";"1,0";"2,0";
"289,0";"18,10,2017";"Аэропорт";"Наезд на пешехода";"";"0";"0";"г Москва ул Часовая 16 стр,7";"0,0";"1,0";"1,0";"2,0";
"290,0";"18,10,2017";"Орехово-Борисово Южное";"Столкновение";"";"0";"0";"г Москва ш Каширское 134";"0,0";"1,0";"3,0";"3,0";
"291,0";"18,10,2017";"Бибирево";"Столкновение";"";"0";"0";"г Москва ул Лескова 30";"0,0";"1,0";"2,0";"2,0";
"292,0";"18,10,2017";"Ясенево";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Новоясеневский 1б, корп,1";"0,0";"1,0";"1,0";"2,0";
"293,0";"18,10,2017";"Некрасовка";"Столкновение";"";"0";"0";"п Некрасовка ул Вольская 1-я 41";"0,0";"1,0";"2,0";"3,0";
"294,0";"18,10,2017";"Обручевский";"Столкновение";"";"0";"0";"г Москва ул Обручева 35";"0,0";"1,0";"2,0";"3,0";
"295,0";"18,10,2017";"Тверской";"Наезд на пешехода";"";"0";"0";"г Москва пл Лубянская 2";"0,0";"1,0";"1,0";"2,0";
"296,0";"18,10,2017";"Строгино";"Наезд на пешехода";"";"0";"0";"г Москва ул Кулакова 11";"0,0";"2,0";"1,0";"3,0";
"297,0";"18,10,2017";"Беговой";"Столкновение";"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление)";"8";"0";"г Москва пр-кт Ленинградский 50";"0,0";"1,0";"2,0";"2,0";
"298,0";"18,10,2017";"Ивановское";"Столкновение";"";"0";"0";"г Москва проезд Купавенский Б, МГО №16";"1,0";"0,0";"2,0";"2,0";
"299,0";"18,10,2017";"Крылатское";"Столкновение";"";"0";"0";"г Москва ул Осенняя 15";"0,0";"1,0";"2,0";"2,0";
"300,0";"18,10,2017";"Войковский";"Наезд на пешехода";"";"0";"0";"г Москва проезд Старопетровский 7А стр, 22";"0,0";"1,0";"1,0";"2,0";
"301,0";"18,10,2017";"Свиблово";"Столкновение";"";"0";"0";"п Свиблово проезд Серебрякова д,14, стр,28";"0,0";"1,0";"2,0";"2,0";
"302,0";"18,10,2017";"Лианозово";"Наезд на стоящее ТС";"";"0";"0";"г Москва ул Новгородская 37";"0,0";"1,0";"2,0";"2,0";
"303,0";"18,10,2017";"Троицк";"Наезд на пешехода";"";"0";"0";"г Троицк ул Полковника милиции Курочкина 1";"0,0";"1,0";"1,0";"2,0";
"304,0";"17,10,2017";"Арбат";"Наезд на лицо, не являющееся участником дорожного движения, осуществляющее производство работ";"";"0";"0";"г Москва б-р Новинский 1 2";"2,0";"1,0";"2,0";"4,0";
"305,0";"17,10,2017";"Чертаново Северное";"Падение пассажира";"";"0";"0";"г Москва мкр Чертаново Северное 5Б";"0,0";"1,0";"1,0";"2,0";
"306,0";"17,10,2017";"Нагатино-Садовники";"Наезд на пешехода";"";"0";"0";"г Москва ш Каширское 22А";"0,0";"1,0";"1,0";"2,0";
"307,0";"17,10,2017";"Нагатинский затон";"Столкновение";"";"0";"0";"г Москва пр-кт Андропова 19";"0,0";"1,0";"3,0";"3,0";
"308,0";"17,10,2017";"Бескудниковский";"Наезд на пешехода";"";"0";"0";"г Москва б-р Бескудниковский 36 стр,1";"0,0";"1,0";"1,0";"2,0";
"309,0";"17,10,2017";"Марьино";"Столкновение";"";"0";"0";"г Москва ул Перерва 43";"0,0";"1,0";"2,0";"2,0";
"310,0";"17,10,2017";"Лефортово";"Столкновение";"";"0";"0";"г Москва ш Андроновское 10";"0,0";"1,0";"2,0";"3,0";
"311,0";"17,10,2017";"Нагорный";"Столкновение";"";"0";"0";"г Москва проезд Симферопольский 11";"0,0";"1,0";"2,0";"2,0";
"312,0";"17,10,2017";"Рязановское";"Столкновение";"";"0";"0";"п Знамя Октября тер СНТ Елочка 31";"0,0";"1,0";"2,0";"2,0";
"313,0";"17,10,2017";"Тимирязевский";"Столкновение";"";"0";"0";"г Москва ш Дмитровское 54 К,1";"0,0";"1,0";"2,0";"2,0";
"314,0";"17,10,2017";"Даниловский";"Столкновение";"";"0";"0";"г Москва ул Трофимова 10";"0,0";"1,0";"3,0";"3,0";
"315,0";"17,10,2017";"Свиблово";"Наезд на пешехода";"";"0";"0";"п Свиблово проезд Серебрякова 2";"0,0";"1,0";"1,0";"2,0";
"316,0";"17,10,2017";"Ростокино";"Столкновение";"";"0";"0";"г Москва пр-кт Мира 188";"0,0";"1,0";"2,0";"2,0";
"317,0";"17,10,2017";"Головинский";"Столкновение";"";"0";"0";"г Москва пер Лихачёвский 2-й 4";"0,0";"2,0";"2,0";"2,0";
"318,0";"17,10,2017";"Южное Бутово";"Столкновение";"";"0";"0";"г Москва ш Варшавское 172 А стр,1,";"0,0";"1,0";"2,0";"2,0";
"319,0";"17,10,2017";"Косино-Ухтомский";"Столкновение";"";"0";"0";"п Ухтомский ш Косинское 1";"0,0";"3,0";"2,0";"4,0";
"320,0";"17,10,2017";"Алтуфьевский";"Наезд на пешехода";"";"0";"0";"г Москва проезд Путевой 11";"0,0";"1,0";"1,0";"2,0";
"321,0";"17,10,2017";"Матушкино";"Наезд на пешехода";"";"0";"0";"г Зеленоград ул Николая Злобина 128";"0,0";"1,0";"1,0";"2,0";
"322,0";"17,10,2017";"Лианозово";"Столкновение";"";"0";"0";"г Москва ул Новгородская 13 к1";"0,0";"1,0";"2,0";"2,0";
"323,0";"17,10,2017";"Сокол";"Наезд на пешехода";"";"0";"0";"г Москва проезд Светлый 4 к,4";"0,0";"1,0";"1,0";"2,0";
"324,0";"17,10,2017";"Московский";"Столкновение";"М-3 Украина Москва - Калуга - Брянск - граница с Украиной (основное направление)";"24";"650";"  ";"0,0";"1,0";"3,0";"3,0";
"325,0";"17,10,2017";"Крылатское";"Столкновение";"";"0";"0";"г Москва ул Крылатская 28";"0,0";"1,0";"2,0";"2,0";
"326,0";"17,10,2017";"Можайский";"Наезд на стоящее ТС";"";"0";"0";"г Москва ш Можайское 37";"0,0";"1,0";"3,0";"3,0";
"327,0";"17,10,2017";"Тверской";"Наезд на пешехода";"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление)";"1";"0";"г Москва пл Тверская Застава 7";"0,0";"1,0";"1,0";"2,0";
"328,0";"17,10,2017";"Проспект Вернадского";"Падение пассажира";"";"0";"0";"г Москва пр-кт Вернадского 33";"0,0";"1,0";"1,0";"2,0";
"329,0";"17,10,2017";"Ховрино";"Наезд на пешехода";"";"0";"0";"г Москва ул Петрозаводская 28к,3";"0,0";"1,0";"1,0";"2,0";
"330,0";"16,10,2017";"Дмитровский";"Наезд на лицо, не являющееся участником дорожного движения, осуществляющее какую-либо другую деятельность";"";"0";"0";"г Москва ул Софьи Ковалевской 8";"0,0";"1,0";"1,0";"2,0";
"331,0";"16,10,2017";"Митино";"Падение пассажира";"";"0";"0";"г Москва ш Волоколамское 142";"0,0";"1,0";"1,0";"2,0";
"332,0";"16,10,2017";"Замоскворечье";"Столкновение";"";"0";"0";"г Москва пер Стремянный 9";"0,0";"1,0";"2,0";"3,0";
"333,0";"16,10,2017";"Фили-Давыдково";"Падение пассажира";"";"0";"0";"г Москва ул Кастанаевская 53";"0,0";"1,0";"1,0";"2,0";
"334,0";"16,10,2017";"Пресненский";"Наезд на пешехода";"";"0";"0";"г Москва пл Никитские Ворота 0";"0,0";"1,0";"1,0";"2,0";
"335,0";"16,10,2017";"Мещанский";"Наезд на пешехода";"";"0";"0";"г Москва б-р Цветной 2";"0,0";"1,0";"1,0";"2,0";
"336,0";"16,10,2017";"Раменки";"Наезд на пешехода";"";"0";"0";"г Москва ул Мосфильмовская 70к5";"0,0";"1,0";"2,0";"3,0";
"337,0";"16,10,2017";"Хорошевский";"Наезд на пешехода";"";"0";"0";"г Москва ул Куусинена 1";"0,0";"1,0";"1,0";"2,0";
"338,0";"16,10,2017";"Бирюлево Западное";"Столкновение";"";"0";"0";"г Москва ул Булатниковская 7 К1";"0,0";"1,0";"2,0";"2,0";
"339,0";"16,10,2017";"Выхино-Жулебино";"Наезд на пешехода";"";"0";"0";"г Москва б-р Жулебинский 27";"0,0";"1,0";"1,0";"2,0";
"340,0";"16,10,2017";"Новогиреево";"Наезд на пешехода";"";"0";"0";"г Москва ул Кусковская 1";"0,0";"1,0";"1,0";"2,0";
"341,0";"16,10,2017";"Бабушкинский";"Наезд на пешехода";"";"0";"0";"г Москва ул Енисейская 2";"0,0";"1,0";"1,0";"2,0";
"342,0";"16,10,2017";"Можайский";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"53";"500";"г Москва  ";"1,0";"1,0";"2,0";"2,0";
"343,0";"16,10,2017";"Текстильщики";"Наезд на пешехода";"";"0";"0";"г Москва б-р Волжский 36";"0,0";"2,0";"1,0";"3,0";
"344,0";"16,10,2017";"Тимирязевский";"Наезд на пешехода";"";"0";"0";"г Москва ул Линии Октябрьской Железной Дороги 8";"1,0";"0,0";"1,0";"2,0";
"345,0";"16,10,2017";"Строгино";"Наезд на пешехода";"";"0";"0";"г Москва ул Исаковского 8-1";"0,0";"1,0";"1,0";"2,0";
