"Российская Федерация, г, Москва ДТП - всего (15,09,2017-29,09,2017)";"";"";"";"";"";"";"";"";"";"";"";
"171,0";"24,09,2017";"Можайский";"Столкновение";"";"0";"0";"г Москва ш Можайское 45";"0,0";"1,0";"3,0";"3,0";
"172,0";"24,09,2017";"Фили-Давыдково";"Наезд на пешехода";"";"0";"0";"г Москва ул Филёвская М, 36";"0,0";"1,0";"1,0";"2,0";
"173,0";"24,09,2017";"Орехово-Борисово Северное";"Наезд на пешехода";"";"0";"0";"г Москва проезд Борисовский 26 К1";"0,0";"1,0";"1,0";"2,0";
"174,0";"23,09,2017";"Чертаново Южное";"Наезд на пешехода";"";"0";"0";"г Москва ул Академика Янгеля 6";"0,0";"1,0";"1,0";"2,0";
"175,0";"23,09,2017";"Якиманка";"Наезд на пешехода";"";"0";"0";"г Москва ул Якиманка Б, 18";"0,0";"1,0";"1,0";"2,0";
"176,0";"23,09,2017";"Сокольники";"Падение пассажира";"";"0";"0";"г Москва ул Боевская 1-я 6";"0,0";"2,0";"2,0";"4,0";
"177,0";"23,09,2017";"Северное Бутово";"Столкновение";"";"0";"0";"п Бутово ул Старобитцевская 23 к,3 на ул, Поляны";"0,0";"1,0";"3,0";"4,0";
"178,0";"23,09,2017";"Текстильщики";"Столкновение";"";"0";"0";"г Москва пр-кт Волгоградский 48к2";"0,0";"3,0";"2,0";"4,0";
"179,0";"23,09,2017";"Марушкинское";"Наезд на препятствие";"";"0";"0";"  ";"0,0";"1,0";"1,0";"1,0";
"180,0";"23,09,2017";"Выхино-Жулебино";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"8";"300";"г Москва км МКАД 9-й ";"0,0";"1,0";"3,0";"3,0";
"181,0";"23,09,2017";"Кузьминки";"Наезд на пешехода";"";"0";"0";"г Москва ул Зеленодольская 7К2";"0,0";"1,0";"1,0";"2,0";
"182,0";"23,09,2017";"Люблино";"Столкновение";"";"0";"0";"г Москва ул Совхозная 17 49";"0,0";"1,0";"2,0";"2,0";
"183,0";"23,09,2017";"Бирюлево Западное";"Наезд на пешехода";"";"0";"0";"г Москва ул Медынская 5 К7";"0,0";"1,0";"1,0";"2,0";
"184,0";"23,09,2017";"Даниловский";"Наезд на пешехода";"";"0";"0";"г Москва ул Шаболовка 61";"0,0";"1,0";"1,0";"2,0";
"185,0";"23,09,2017";"Даниловский";"Наезд на препятствие";"";"0";"0";"г Москва пр-кт Андропова 22";"0,0";"1,0";"1,0";"1,0";
"186,0";"23,09,2017";"Хамовники";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Комсомольский 19";"0,0";"1,0";"1,0";"2,0";
"187,0";"23,09,2017";"Щаповское поселение";"Наезд на препятствие";"";"0";"0";"  ";"0,0";"1,0";"1,0";"1,0";
"188,0";"23,09,2017";"Краснопахорское поселение";"Опрокидывание";"";"0";"0";"с Былово  ";"0,0";"2,0";"1,0";"2,0";
"189,0";"23,09,2017";"Зюзино";"Столкновение";"";"0";"0";"г Москва пр-кт Севастопольский 59";"1,0";"0,0";"4,0";"4,0";
"190,0";"23,09,2017";"Бирюлево Восточное";"Столкновение";"";"0";"0";"г Москва ул Липецкая 4 К1";"0,0";"1,0";"2,0";"2,0";
"191,0";"23,09,2017";"Савеловский";"Наезд на пешехода";"";"0";"0";"г Москва ул Бутырская 11";"0,0";"1,0";"1,0";"2,0";
"192,0";"23,09,2017";"Строгино";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"63";"120";"г Москва  ";"0,0";"1,0";"2,0";"3,0";
"193,0";"23,09,2017";"Нагорный";"Наезд на пешехода";"";"0";"0";"г Москва ул Болотниковская 5 К2";"0,0";"1,0";"1,0";"2,0";
"194,0";"23,09,2017";"Хамовники";"Столкновение";"";"0";"0";"г Москва пл Боровицкая 0";"0,0";"1,0";"3,0";"3,0";
"195,0";"23,09,2017";"Войковский";"Наезд на препятствие";"";"0";"0";"г Москва ул Космонавта Волкова 14";"0,0";"1,0";"1,0";"1,0";
"196,0";"22,09,2017";"Ивановское";"Наезд на препятствие";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"107";"200";"г Москва  ";"0,0";"1,0";"1,0";"1,0";
"197,0";"22,09,2017";"Косино-Ухтомский";"Столкновение";"";"0";"0";"п Ухтомский ул Каскадная 26к1 ул, Покровская";"0,0";"1,0";"2,0";"2,0";
"198,0";"22,09,2017";"Щаповское поселение";"Столкновение";"";"0";"0";"с Ознобишино  ";"0,0";"1,0";"2,0";"2,0";
"199,0";"22,09,2017";"Тропарево-Никулино";"Наезд на пешехода";"";"0";"0";"г Москва ул 26-ти Бакинских Комиссаров 2А";"0,0";"1,0";"1,0";"2,0";
"200,0";"22,09,2017";"Бескудниковский";"Столкновение";"";"0";"0";"г Москва б-р Бескудниковский 34к,1стр,3";"0,0";"1,0";"2,0";"3,0";
"201,0";"22,09,2017";"Перово";"Наезд на пешехода";"";"0";"0";"г Москва ул Новогиреевская 20 34к1";"0,0";"1,0";"1,0";"2,0";
"202,0";"22,09,2017";"Ясенево";"Наезд на пешехода";"";"0";"0";"г Москва б-р Литовский 15 к 5";"0,0";"1,0";"1,0";"2,0";
"203,0";"22,09,2017";"Москворечье-Сабурово";"Столкновение";"";"0";"0";"г Москва ул Москворечье 47 К1";"0,0";"2,0";"2,0";"3,0";
"204,0";"22,09,2017";"Можайский";"Столкновение";"";"0";"0";"г Москва ш Можайское 43 1";"0,0";"1,0";"2,0";"2,0";
"205,0";"22,09,2017";"Хамовники";"Столкновение";"";"0";"0";"г Москва наб Саввинская 25СТР1";"0,0";"1,0";"2,0";"2,0";
"206,0";"22,09,2017";"Внуково";"Наезд на пешехода";"";"0";"0";"п Внуково ул Рейсовая 1-я 1";"0,0";"1,0";"1,0";"2,0";
"207,0";"22,09,2017";"Лефортово";"Столкновение";"Третье транспортное кольцо (внешняя сторона)";"0";"0";"г Москва ш Энтузиастов 5";"0,0";"1,0";"2,0";"2,0";
"208,0";"22,09,2017";"Преображенское";"Наезд на пешехода";"";"0";"0";"г Москва ул Электрозаводская 12А";"0,0";"1,0";"1,0";"2,0";
"209,0";"22,09,2017";"Академический";"Столкновение";"";"0";"0";"г Москва ул Профсоюзная 22";"0,0";"1,0";"3,0";"3,0";
"210,0";"22,09,2017";"Щукино";"Наезд на пешехода";"";"0";"0";"г Москва ул Щукинская 2";"0,0";"1,0";"1,0";"2,0";
"211,0";"22,09,2017";"ГУ МВД 2 СП ДПС 2 бат,";"Столкновение";"М-1 строящаяся транспортная развязка на пересечении Подушкинского шоссе со строящимся новым выходом МКАД от а/д М-1";"6";"0";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"212,0";"22,09,2017";"Раменки";"Столкновение";"";"0";"0";"г Москва пр-кт Ломоносовский 32";"0,0";"2,0";"2,0";"3,0";
"213,0";"22,09,2017";"Северное Тушино";"Наезд на пешехода";"";"0";"0";"г Москва ул Вилиса Лациса 25";"0,0";"1,0";"1,0";"2,0";
"214,0";"22,09,2017";"Обручевский";"Наезд на велосипедиста";"";"0";"0";"г Москва ул Обручева 21";"0,0";"1,0";"2,0";"2,0";
"215,0";"22,09,2017";"Теплый Стан";"Столкновение";"";"0";"0";"г Москва ул Профсоюзная 142, к,1";"0,0";"1,0";"2,0";"2,0";
"216,0";"22,09,2017";"Хорошевский";"Падение пассажира";"";"0";"0";"г Москва ул Куусинена 21";"0,0";"1,0";"1,0";"2,0";
"217,0";"22,09,2017";"Северное Тушино";"Столкновение";"";"0";"0";"г Москва ул Планерная 6";"0,0";"1,0";"2,0";"2,0";
"218,0";"22,09,2017";"ГУ МВД 2 СП ДПС 2 бат,";"Столкновение";"А-106 Рублево-Успенское шоссе";"25";"0";"г Москва  ";"1,0";"0,0";"3,0";"3,0";
"219,0";"22,09,2017";"Алексеевский";"Наезд на велосипедиста";"";"0";"0";"г Москва пр-кт Мира 106";"0,0";"1,0";"2,0";"2,0";
"220,0";"22,09,2017";"Дорогомилово";"Столкновение";"";"0";"0";"г Москва ул Потылиха 1";"0,0";"1,0";"2,0";"2,0";
"221,0";"22,09,2017";"Беговой";"Столкновение";"";"0";"0";"г Москва ул Масловка Н, 19";"0,0";"2,0";"2,0";"3,0";
"222,0";"22,09,2017";"Северное Измайлово";"Столкновение";"";"0";"0";"г Москва ш Щёлковское 82к1";"0,0";"3,0";"2,0";"3,0";
"223,0";"21,09,2017";"Аэропорт";"Наезд на пешехода";"";"0";"0";"г Москва ул Авиаконструктора Яковлева 25";"0,0";"1,0";"1,0";"2,0";
"224,0";"21,09,2017";"Хамовники";"Наезд на велосипедиста";"";"0";"0";"г Москва пл Боровицкая 0";"0,0";"1,0";"2,0";"2,0";
"225,0";"21,09,2017";"Марьино";"Наезд на пешехода";"";"0";"0";"г Москва ул Перерва 43, кор, 1";"0,0";"1,0";"1,0";"2,0";
"226,0";"21,09,2017";"Тропарево-Никулино";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Вернадского 88";"0,0";"1,0";"1,0";"2,0";
"227,0";"21,09,2017";"Крылатское";"Наезд на пешехода";"";"0";"0";"г Москва б-р Осенний 7, кор,2";"0,0";"1,0";"1,0";"2,0";
"228,0";"21,09,2017";"Выхино-Жулебино";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Рязанский 3";"0,0";"1,0";"1,0";"2,0";
"229,0";"21,09,2017";"Южнопортовый";"Наезд на пешехода";"";"0";"0";"г Москва ул Угрешская 14";"0,0";"1,0";"1,0";"2,0";
"230,0";"21,09,2017";"Дорогомилово";"Падение пассажира";"";"0";"0";"г Москва наб Бережковская 2";"0,0";"1,0";"1,0";"2,0";
"231,0";"21,09,2017";"Братеево";"Наезд на пешехода";"";"0";"0";"г Москва ул Братеевская 21 К1";"0,0";"1,0";"1,0";"2,0";
"232,0";"21,09,2017";"Москворечье-Сабурово";"Столкновение";"";"0";"0";"г Москва проезд Каширский 19";"0,0";"1,0";"2,0";"2,0";
"233,0";"21,09,2017";"Гагаринский";"Столкновение";"";"0";"0";"г Москва наб Андреевская 1";"0,0";"1,0";"3,0";"3,0";
"234,0";"21,09,2017";"Можайский";"Столкновение";"";"0";"0";"г Москва ул Беловежская 3";"0,0";"1,0";"2,0";"3,0";
"235,0";"21,09,2017";"Измайлово";"Наезд на пешехода";"";"0";"0";"г Москва б-р Измайловский 32";"0,0";"1,0";"1,0";"2,0";
"236,0";"21,09,2017";"Новокосино";"Наезд на пешехода";"";"0";"0";"г Москва ул Новокосинская 13А";"0,0";"1,0";"1,0";"2,0";
"237,0";"21,09,2017";"Крюково";"Столкновение";"";"0";"0";"г Зеленоград пр-кт Панфиловский 1606";"0,0";"2,0";"2,0";"4,0";
"238,0";"21,09,2017";"Щербинка";"Наезд на пешехода";"";"0";"0";"г Щербинка ш Симферопольское 11";"0,0";"1,0";"1,0";"2,0";
"239,0";"21,09,2017";"Строгино";"Падение пассажира";"";"0";"0";"г Москва ул Исаковского 31";"0,0";"1,0";"1,0";"2,0";
"240,0";"21,09,2017";"Савеловский";"Столкновение";"";"0";"0";"г Москва ул Башиловская 3 к1";"0,0";"1,0";"2,0";"2,0";
"241,0";"21,09,2017";"Лосиноостровский";"Столкновение";"";"0";"0";"г Москва ул Изумрудная 20";"0,0";"1,0";"2,0";"2,0";
"242,0";"21,09,2017";"Тимирязевский";"Наезд на велосипедиста";"";"0";"0";"г Москва ш Дмитровское 27";"0,0";"1,0";"2,0";"2,0";
"243,0";"21,09,2017";"Измайлово";"Столкновение";"Третье транспортное кольцо (внешняя сторона)";"0";"0";"г Москва ш Энтузиастов 5";"0,0";"1,0";"2,0";"2,0";
"244,0";"21,09,2017";"Алтуфьевский";"Столкновение";"";"0";"0";"г Москва ш Алтуфьевское 31";"0,0";"1,0";"2,0";"2,0";
"245,0";"21,09,2017";"Куркино";"Столкновение";"";"0";"0";"г Москва ул Соколово-Мещерская 25, корп,1";"0,0";"1,0";"2,0";"2,0";
"246,0";"21,09,2017";"Орехово-Борисово Южное";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"24";"0";"г Москва  ";"0,0";"1,0";"5,0";"5,0";
"247,0";"21,09,2017";"Беговой";"Столкновение";"";"0";"0";"г Москва ул Правды 3";"0,0";"1,0";"2,0";"2,0";
"248,0";"21,09,2017";"Краснопахорское поселение";"Столкновение";"";"0";"0";"с Красная Пахра  ";"0,0";"1,0";"2,0";"2,0";
"249,0";"21,09,2017";"Фили-Давыдково";"Наезд на пешехода";"";"0";"0";"г Москва ул Минская 11";"0,0";"1,0";"1,0";"2,0";
"250,0";"21,09,2017";"Тропарево-Никулино";"Наезд на препятствие";"";"0";"0";"г Москва ул Покрышкина 4";"0,0";"1,0";"1,0";"2,0";
"251,0";"20,09,2017";"Бабушкинский";"Столкновение";"";"0";"0";"г Москва ул Менжинского 21";"0,0";"1,0";"2,0";"2,0";
"252,0";"20,09,2017";"Тверской";"Столкновение";"";"0";"0";"г Москва ул Лесная 18";"0,0";"1,0";"2,0";"2,0";
"253,0";"20,09,2017";"Гагаринский";"Столкновение";"";"0";"0";"г Москва пр-кт Ленинский 63 2";"0,0";"5,0";"2,0";"5,0";
"254,0";"20,09,2017";"Лефортово";"Падение пассажира";"";"0";"0";"г Москва ш Энтузиастов 10 2";"0,0";"1,0";"1,0";"2,0";
"255,0";"20,09,2017";"Крылатское";"Наезд на пешехода";"";"0";"0";"г Москва ул Крылатские Холмы 43";"0,0";"1,0";"1,0";"2,0";
"256,0";"20,09,2017";"Чертаново Северное";"Наезд на пешехода";"";"0";"0";"г Москва ул Кировоградская 7";"0,0";"1,0";"1,0";"2,0";
"257,0";"20,09,2017";"Чертаново Центральное";"Столкновение";"";"0";"0";"г Москва ул Днепропетровская 1";"1,0";"2,0";"2,0";"4,0";
"258,0";"20,09,2017";"Нагорный";"Столкновение";"";"0";"0";"г Москва пр-кт Нахимовский 2";"0,0";"1,0";"2,0";"2,0";
"259,0";"20,09,2017";"Можайский";"Наезд на пешехода";"";"0";"0";"г Москва ш Можайское 9";"0,0";"1,0";"1,0";"2,0";
"260,0";"20,09,2017";"Богородское";"Наезд на пешехода";"";"0";"0";"г Москва ул Просторная 12к1";"0,0";"1,0";"1,0";"2,0";
"261,0";"20,09,2017";"Тверской";"Наезд на пешехода";"";"0";"0";"г Москва ул Новослободская 12";"0,0";"1,0";"1,0";"2,0";
"262,0";"20,09,2017";"Бибирево";"Опрокидывание";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"86";"900";"г Москва  ";"0,0";"1,0";"1,0";"1,0";
"263,0";"20,09,2017";"Южное Тушино";"Столкновение";"";"0";"0";"г Москва ул Свободы 42";"0,0";"1,0";"2,0";"2,0";
"264,0";"20,09,2017";"Косино-Ухтомский";"Столкновение";"";"0";"0";"п Ухтомский ш Косинское 21";"0,0";"1,0";"2,0";"2,0";
"265,0";"20,09,2017";"Ховрино";"Наезд на велосипедиста";"";"0";"0";"г Москва ул Зеленоградская 15";"0,0";"1,0";"2,0";"2,0";
"266,0";"20,09,2017";"Щербинка";"Наезд на пешехода";"";"0";"0";"г Щербинка ш Симферопольское 5г";"0,0";"1,0";"1,0";"2,0";
"267,0";"20,09,2017";"Бутырский";"Столкновение";"";"0";"0";"г Москва проезд Добролюбова 6А стр1";"0,0";"1,0";"2,0";"2,0";
"268,0";"20,09,2017";"Можайский";"Наезд на пешехода";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"55";"120";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"269,0";"20,09,2017";"Южное Бутово";"Наезд на велосипедиста";"";"0";"0";"г Москва ул Адмирала Лазарева 68 корп,1";"0,0";"1,0";"2,0";"2,0";
"270,0";"20,09,2017";"Новогиреево";"Наезд на пешехода";"";"0";"0";"г Москва ул Кусковская 17";"0,0";"1,0";"1,0";"2,0";
"271,0";"20,09,2017";"Марьина роща";"Столкновение";"";"0";"0";"г Москва ул Шереметьевская 28";"0,0";"1,0";"2,0";"2,0";
"272,0";"20,09,2017";"Ярославский";"Наезд на препятствие";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"93";"500";"г Москва  ";"0,0";"1,0";"1,0";"1,0";
"273,0";"20,09,2017";"Теплый Стан";"Наезд на препятствие";"";"0";"0";"г Москва ул Тёплый Стан 21, корпус 5";"0,0";"1,0";"1,0";"1,0";
"274,0";"20,09,2017";"Чертаново Южное";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"33";"0";"г Москва км МКАД 33-й ";"0,0";"1,0";"3,0";"3,0";
"275,0";"20,09,2017";"Раменки";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Мичуринский 8-1";"0,0";"1,0";"1,0";"2,0";
"276,0";"20,09,2017";"Отрадное";"Столкновение";"";"0";"0";"г Москва проезд Сигнальный 4";"0,0";"1,0";"2,0";"2,0";
"277,0";"20,09,2017";"Зюзино";"Столкновение";"";"0";"0";"г Москва пр-кт Севастопольский ул, Каховка";"0,0";"4,0";"2,0";"4,0";
"278,0";"20,09,2017";"Сокол";"Наезд на стоящее ТС";"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление)";"8";"0";"г Москва пр-кт Ленинградский 78";"0,0";"1,0";"3,0";"3,0";
"279,0";"20,09,2017";"Митино";"Наезд на стоящее ТС";"";"0";"0";"г Москва ул Барышиха 14";"0,0";"1,0";"2,0";"1,0";
"280,0";"20,09,2017";"Марьина роща";"Столкновение";"";"0";"0";"г Москва ул Шереметьевская 6к1";"0,0";"1,0";"2,0";"2,0";
"281,0";"20,09,2017";"Южное Тушино";"Наезд на пешехода";"";"0";"0";"г Москва ул Нелидовская 12-1";"0,0";"1,0";"1,0";"2,0";
"282,0";"20,09,2017";"Измайлово";"Наезд на стоящее ТС";"";"0";"0";"г Москва аллея Главная МГО №9";"0,0";"1,0";"2,0";"3,0";
"283,0";"20,09,2017";"Северный";"Наезд на пешехода";"";"0";"0";"г Москва ш Челобитьевское 2";"0,0";"1,0";"1,0";"2,0";
"284,0";"19,09,2017";"Текстильщики";"Наезд на пешехода";"";"0";"0";"г Москва проезд Остаповский 3";"0,0";"1,0";"1,0";"2,0";
"285,0";"19,09,2017";"Преображенское";"Наезд на стоящее ТС";"";"0";"0";"г Москва ул Черкизовская Б, 1 1";"0,0";"1,0";"2,0";"2,0";
"286,0";"19,09,2017";"Ярославский";"Наезд на пешехода";"";"0";"0";"г Москва ш Ярославское 59";"0,0";"1,0";"1,0";"2,0";
"287,0";"19,09,2017";"Ломоносовский";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Ленинский 81";"0,0";"1,0";"1,0";"2,0";
"288,0";"19,09,2017";"Проспект Вернадского";"Столкновение";"";"0";"0";"г Москва ул Лобачевского 88";"0,0";"2,0";"2,0";"4,0";
"289,0";"19,09,2017";"Алексеевский";"Наезд на пешехода";"";"0";"0";"г Москва ул Бориса Галушкина 3";"0,0";"1,0";"1,0";"2,0";
"290,0";"19,09,2017";"Обручевский";"Столкновение";"";"0";"0";"г Москва пр-кт Ленинский 113 1";"0,0";"1,0";"2,0";"3,0";
"291,0";"19,09,2017";"Раменки";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Ломоносовский 27 КОРПУС 1";"0,0";"1,0";"1,0";"2,0";
"292,0";"19,09,2017";"Останкинский";"Столкновение";"";"0";"0";"г Москва пр-кт Мира 79";"0,0";"1,0";"2,0";"2,0";
"293,0";"19,09,2017";"Южное Бутово";"Падение пассажира";"";"0";"0";"г Москва ул Горчакова Южнобутовская";"0,0";"1,0";"1,0";"2,0";
"294,0";"19,09,2017";"Южное Бутово";"Наезд на велосипедиста";"";"0";"0";"г Москва ул Адмирала Лазарева 84, кор,3";"0,0";"1,0";"2,0";"2,0";
"295,0";"19,09,2017";"Южное Бутово";"Наезд на пешехода";"";"0";"0";"г Москва ул Бартеневская 55";"0,0";"1,0";"1,0";"2,0";
"296,0";"19,09,2017";"Южное Бутово";"Столкновение";"";"0";"0";"г Москва ш Варшавское 194";"0,0";"1,0";"2,0";"2,0";
"297,0";"19,09,2017";"Десёновское";"Наезд на препятствие";"";"0";"0";"  ";"0,0";"1,0";"1,0";"1,0";
"298,0";"19,09,2017";"ГУ МВД 2 СП ДПС 2 бат,";"Столкновение";"А-106 Рублево-Успенское шоссе";"8";"0";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"299,0";"19,09,2017";"Хорошевский";"Столкновение";"";"0";"0";"г Москва ул Авиаконструктора Микояна вл 38";"0,0";"2,0";"2,0";"3,0";
"300,0";"19,09,2017";"Беговой";"Наезд на пешехода";"";"0";"0";"г Москва ул Беговая 2";"0,0";"1,0";"1,0";"2,0";
"301,0";"19,09,2017";"Пресненский";"Наезд на пешехода";"";"0";"0";"г Москва ул Юлиуса Фучика 17 19";"0,0";"1,0";"1,0";"2,0";
"302,0";"19,09,2017";"Отрадное";"Столкновение";"";"0";"0";"г Москва ш Алтуфьевское 34, к,2";"0,0";"2,0";"2,0";"2,0";
"303,0";"19,09,2017";"Северный";"Столкновение";"";"0";"0";"г Москва ш Дмитровское 150";"0,0";"1,0";"2,0";"2,0";
"304,0";"19,09,2017";"Зюзино";"Наезд на пешехода";"";"0";"0";"г Москва ул Азовская 32";"0,0";"1,0";"1,0";"2,0";
"305,0";"19,09,2017";"Марфино";"Наезд на пешехода";"";"0";"0";"г Москва ул Гостиничная 10к5";"0,0";"1,0";"1,0";"2,0";
"306,0";"19,09,2017";"Некрасовка";"Наезд на пешехода";"";"0";"0";"п Некрасовка ул Покровская 31";"0,0";"1,0";"1,0";"2,0";
"307,0";"18,09,2017";"Митино";"Наезд на пешехода";"";"0";"0";"г Москва ул Митинская 41";"0,0";"1,0";"1,0";"2,0";
"308,0";"18,09,2017";"Гагаринский";"Столкновение";"";"0";"0";"г Москва ул Вавилова 8";"0,0";"1,0";"3,0";"3,0";
"309,0";"18,09,2017";"Тропарево-Никулино";"Наезд на пешехода";"";"0";"0";"г Москва ул Академика Анохина 5к1";"0,0";"1,0";"1,0";"2,0";
"310,0";"18,09,2017";"Кунцево";"Наезд на пешехода";"";"0";"0";"г Москва ул Оршанская 12, к,2";"0,0";"1,0";"1,0";"2,0";
"311,0";"18,09,2017";"Строгино";"Наезд на пешехода";"";"0";"0";"г Москва ул Твардовского 12-3";"0,0";"1,0";"1,0";"2,0";
"312,0";"18,09,2017";"Восточное Дегунино";"Столкновение";"";"0";"0";"г Москва ул Дубнинская 36";"0,0";"1,0";"2,0";"2,0";
"313,0";"18,09,2017";"Ховрино";"Столкновение";"";"0";"0";"г Москва ул Петрозаводская 18 корп, 1";"0,0";"2,0";"2,0";"3,0";
"314,0";"18,09,2017";"Вешняки";"Наезд на пешехода";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"5";"100";"г Москва  ";"0,0";"1,0";"1,0";"2,0";
"315,0";"18,09,2017";"Отрадное";"Наезд на пешехода";"";"0";"0";"г Москва ул Хачатуряна 13";"0,0";"1,0";"1,0";"2,0";
"316,0";"18,09,2017";"Перово";"Наезд на стоящее ТС";"";"0";"0";"г Москва ш Энтузиастов 38";"0,0";"1,0";"2,0";"3,0";
"317,0";"18,09,2017";"Северное Медведково";"Наезд на стоящее ТС";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"89";"300";"г Москва  ";"0,0";"1,0";"2,0";"3,0";
"318,0";"18,09,2017";"Тверской";"Наезд на пешехода";"";"0";"0";"г Москва пл Театральная 2";"0,0";"1,0";"1,0";"2,0";
"319,0";"18,09,2017";"Капотня";"Наезд на пешехода";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"13";"998";"г Москва км МКАД 14-й ";"0,0";"1,0";"1,0";"2,0";
"320,0";"18,09,2017";"Северное Бутово";"Столкновение";"";"0";"0";"п Бутово ул Куликовская 6";"0,0";"1,0";"2,0";"3,0";
"321,0";"18,09,2017";"Краснопахорское поселение";"Столкновение";"";"0";"0";"  ";"0,0";"2,0";"2,0";"3,0";
"322,0";"18,09,2017";"Гольяново";"Наезд на пешехода";"";"0";"0";"г Москва ул Хабаровская 14";"0,0";"1,0";"1,0";"2,0";
"323,0";"18,09,2017";"Краснопахорское поселение";"Наезд на пешехода";"А-130 Москва - Малоярославец - Рославль - граница с Республикой Белоруссия (основное направление)";"45";"0";"  ";"1,0";"0,0";"1,0";"2,0";
"324,0";"18,09,2017";"Богородское";"Столкновение";"";"0";"0";"г Москва ул Краснобогатырская 23";"0,0";"2,0";"2,0";"2,0";
"325,0";"18,09,2017";"Чертаново Центральное";"Наезд на препятствие";"";"0";"0";"г Москва ул Красного Маяка 2Б";"0,0";"3,0";"1,0";"4,0";
"326,0";"18,09,2017";"Западное Дегунино";"Наезд на пешехода";"";"0";"0";"г Москва ул Дегунинская д,11, стр,2";"1,0";"0,0";"1,0";"2,0";
"327,0";"18,09,2017";"Чертаново Южное";"Столкновение";"";"0";"0";"г Москва ш Варшавское 158 К1";"0,0";"1,0";"2,0";"2,0";
"328,0";"18,09,2017";"Западное Дегунино";"Столкновение";"";"0";"0";"г Москва ул Ангарская 45корп,4";"0,0";"1,0";"3,0";"3,0";
"329,0";"18,09,2017";"Бабушкинский";"Наезд на стоящее ТС";"";"0";"0";"г Москва ул Енисейская 22 к,2";"0,0";"1,0";"2,0";"1,0";
"330,0";"18,09,2017";"Отрадное";"Столкновение";"";"0";"0";"г Москва ш Алтуфьевское 93";"0,0";"1,0";"2,0";"2,0";
"331,0";"18,09,2017";"Останкинский";"Наезд на пешехода";"";"0";"0";"г Москва ул Академика Королева 12А";"0,0";"1,0";"1,0";"2,0";
"332,0";"18,09,2017";"Бирюлево Западное";"Столкновение";"";"0";"0";"г Москва проезд Востряковский 15 К1";"0,0";"1,0";"2,0";"2,0";
"333,0";"18,09,2017";"Ярославский";"Столкновение";"";"0";"0";"г Москва ш Ярославское 140";"0,0";"1,0";"2,0";"2,0";
"334,0";"18,09,2017";"Чертаново Южное";"Столкновение";"";"0";"0";"г Москва ш Варшавское 152А";"0,0";"2,0";"2,0";"2,0";
"335,0";"18,09,2017";"Тверской";"Наезд на пешехода";"";"0";"0";"г Москва ул Лесная 22 24";"0,0";"1,0";"1,0";"2,0";
"336,0";"18,09,2017";"Строгино";"Столкновение";"";"0";"0";"г Москва пр-кт Маршала Жукова 90";"0,0";"1,0";"4,0";"4,0";
"337,0";"18,09,2017";"Дорогомилово";"Столкновение";"";"0";"0";"г Москва пл Победы 1";"0,0";"1,0";"2,0";"2,0";
"338,0";"18,09,2017";"Беговой";"Столкновение";"";"0";"0";"г Москва ул Беговая 13";"0,0";"1,0";"3,0";"3,0";
"339,0";"18,09,2017";"Кунцево";"Наезд на пешехода";"";"0";"0";"г Москва ул Ивана Франко 40, к,2";"0,0";"1,0";"1,0";"2,0";
"340,0";"18,09,2017";"Головинский";"Наезд на стоящее ТС";"М-10 Россия Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление)";"29";"0";"г Москва ш Ленинградское 71";"0,0";"1,0";"3,0";"3,0";
"341,0";"17,09,2017";"Гольяново";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"102";"700";"г Москва  ";"0,0";"1,0";"2,0";"2,0";
"342,0";"17,09,2017";"Чертаново Центральное";"Столкновение";"";"0";"0";"г Москва ул Кировоградская 20 К1";"0,0";"1,0";"2,0";"3,0";
"343,0";"17,09,2017";"Текстильщики";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Волгоградский 46 15 стр,1";"0,0";"1,0";"1,0";"2,0";
"344,0";"17,09,2017";"Перово";"Столкновение";"";"0";"0";"г Москва ш Энтузиастов 38";"0,0";"1,0";"2,0";"3,0";
